case编号,用户id,case标题,地域,机型,操作系统,网络环境,运营商,ROM信息,bug详情,复现步骤,截图,是否未知,优先级,审核状态,提交时间
0,6989442,大头儿子天天乐跑客户端自由测试,山东省|烟台市|龙口市|通海路|126号,"samsung  GT-I9300","Android 4.3","WIFI ",中国联通,JSS15J.I9300ZNUBML1,进入游戏后，把游戏切换到后台，进入桌面，再次点击游戏，会重新启动，而不是回到游戏。,点击进入软件，按手机home键切换到桌面，找到游戏图标，点击进入游戏，软件会重新启动。,[],未知,P0,审核通过,"2016-05-12 10:55:44"
0,9393605,大头儿子天天乐跑客户端自由测试,广东省|中山市|中山市市辖区|昌观路|36,"Huawei  H30-T00","Android 4.4.2","WIFI ",中国联通,"H30-T00 V100R001CHNC00B265",在游戏过程中强制退出，出现APP无响应的情况，整个界面黑屏，手机无法操作。,在游戏过程中强制退出，出现APP无响应的情况，整个界面黑屏，手机无法操作。,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/25178962_Screenshot_2016-05-11-19-24-21.jpeg""]",未知,P0,审核通过,"2016-05-12 10:55:49"
0,9393605,大头儿子天天乐跑客户端自由测试,广东省|中山市|中山市市辖区|昌观路|36,"Huawei  H30-T00","Android 4.4.2","WIFI ",中国联通,"H30-T00 V100R001CHNC00B265",进入主界面，点击左上方的退出键，或者手机的返回键，均任何反应。,进入主界面，点击左上方的退出键，或者手机的返回键，均任何反应。,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/25179019_Screenshot_2016-05-11-19-25-39.jpeg""]",未知,P0,审核通过,"2016-05-12 10:55:53"
0,9393605,大头儿子天天乐跑客户端自由测试,广东省|中山市|中山市市辖区|昌观路|36,"Huawei  H30-T00","Android 4.4.2","WIFI ",中国联通,"H30-T00 V100R001CHNC00B265",进入主界面，点击”活动“等按钮，均无任何反应。功能失效。,进入主界面，点击”活动“等按钮，均无任何反应。功能失效。请检查。,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/25179571_Screenshot_2016-05-11-19-25-391.jpeg""]",未知,P0,审核通过,"2016-05-12 10:55:58"
0,14376974,大头儿子天天乐跑客户端自由测试,广东省|广州市|越秀区|长庚门后街|5号,"Xiaomi  Redmi Note 3","Android 5.0.2","MOBILE LTE",中国联通,LRX22G,"下载APP 打开APP 就直接黑屏了、、、、、、、、、、","下载APP 打开APP 就直接黑屏了、、、、、、、、、、","[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/25172538_Screenshot_2016-05-11-18-47-30_com.PGSoul.BigHead.png"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/25172541_Screenshot_2016-05-11-18-47-35_com.PGSoul.BigHead.png""]",未知,P0,审核通过,"2016-05-12 10:55:39"
0,14429674,大头儿子天天乐跑客户端自由测试,重庆市|重庆市|沙坪坝区|思贤路|null,"HONOR  PLK-TL01H","Android 5.0.2","MOBILE LTE",中国移动,PLK-TL01HC01B201,游戏无法进入，无响应,"1.进入游戏开始界面，点击屏幕所有按钮均无反应，过一会显示游戏无响应。

2.退出后，重试勒4次，仍然无响应。其中有一次启动游戏等了30秒后才开始操作，仍然无法开始游戏","[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/25168541_IMG_20160511_181620.jpg""]",未知,P0,审核通过,"2016-05-12 10:55:23"
0,14778957,大头儿子天天乐跑客户端自由测试,四川省|南充市|西充县|G212|,"Xiaomi  2014813","Android 4.4.4","WIFI ",无SIM卡,KTU84P,"体验软件中，出现软件无响应的情况     ，","体验软件中，出现软件无响应的情况     ，","[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/25201686_Screenshot_2016-05-11-21-59-11.png""]",未知,P0,审核通过,"2016-05-12 10:56:38"
0,14778957,大头儿子天天乐跑客户端自由测试,四川省|南充市|西充县|G212|,"Xiaomi  2014813","Android 4.4.4","WIFI ",无SIM卡,KTU84P,"看 不 到 软 件版 本有不有更新的情况","看 不 到 软 件版 本有不有更新的情况","[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/25201744_Screenshot_2016-05-11-22-00-32.png""]",未知,P0,审核通过,"2016-05-12 10:56:42"
0,14867488,大头儿子天天乐跑客户端自由测试,福建省|漳州市|华安县|S208|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B173,进入软件，点对战夺宝、大奖赛、亲子家庭互动，点击没反应。,进入软件，点对战夺宝、大奖赛、亲子家庭互动，点击没反应。,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/25203152_QQ%E5%9B%BE%E7%89%8720160511220826.jpg""]",未知,P0,审核通过,"2016-05-12 10:56:53"
0,14867488,大头儿子天天乐跑客户端自由测试,福建省|漳州市|华安县|S208|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B173,进入软件，点左上角门形按钮，点击无反应。,进入软件，点左上角门形按钮，点击无反应。进入软件，点左上角门形按钮，点击无反应。,[],未知,P0,审核通过,"2016-05-12 10:56:58"
