case编号,用户id,case标题,地域,机型,操作系统,网络环境,运营商,ROM信息,bug详情,复现步骤,截图,是否未知,优先级,审核状态,提交时间
0,187820,自由测试,北京市|北京市|房山区|高家坡路|,"Coolpad  YL-Coolpad 9960","Android 4.1.1","WIFI ",无SIM卡,4.1.097.P2.130604.9960,在【发现】-【浪漫商城】中，点击购买后选择商品种类页面显示出错,在【发现】-【浪漫商城】中，点击商品：浪漫爱情兑换券，在商品详情页面点击下方“立即购买”。在打开的页面中，该商品有多个类型，出现排版混乱的情况，页面显示凌乱，不知点选哪里才能选择商品类型。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7933635_85e0c543-ae47-4b7b-bb5d-6fd34f55a5b1.jpg""]",未知,P0,审核通过,"2015-12-09 09:59:33"
0,768348,自由测试,江苏省|徐州市|铜山区|厚德路|,"Meizu  M040","Android 5.0.1","WIFI ",无SIM卡,"Flyme OS 4.5.7A",发布记录添加位置时只能通过搜索增加地址，无法使用地图定位功能自动填写位置，地图右上角定位图标无法使用,"打开app,点击右上角的图标新建一条记录，点击左下角插入位置，点击定位图标，无法定位","[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7930174_036fceb0-fe47-46a3-b886-f10d92b7ec06.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7930173_68a9a836-89ff-4ab7-bdba-fe5a8a348d36.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7930172_a7f022af-6d0f-449f-b3de-d0c62aa065c5.jpg""]",未知,P0,审核通过,"2015-12-08 21:51:33"
0,1213537,自由测试,河北省|石家庄市|桥西区|槐安西路|95,"Xiaomi  2014501","Android 4.4.2","WIFI ",中国移动,KOT49H,APP刚打开时一直卡死不能使用，卡顿很长时间。,APP打开时一直卡死不能使用，整个手机都卡死了，每次都是如此。,[],未知,P0,审核不通过,"2015-12-09 14:53:36"
0,2329141,自由测试,广东省|中山市|中山市市辖区|隆发路|13-b,"acer  A500","Android 4.0.3","WIFI ",无SIM卡,Acer_AV041_A500_1.070.00_GC_GE,点记录页右上角的新建记录，在新建记录页点下方的插入位置，，位置选择页面选择位置后不能有相应项确定保存位置。,点记录页右上角的新建记录，在新建记录页点下方的插入位置，，位置选择页面选择位置后不能有相应项确定保存位置。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7959813_7b551f62-52ec-4ab9-8783-5672ece5ad3c.jpg""]",未知,P0,审核通过,"2015-12-09 23:33:29"
0,11631802,自由测试,广东省|中山市|中山市市辖区|隆发路|13-b,"Huawei  HUAWEI G7-UL20","Android 4.4.4","WIFI ",中国联通,G7-UL20V100R001CHNC00B265,在记录页，点右上角的新建记录，，在新建记录页点下面的插入位置，在位置选择页没有相应的确认当前位置的选项或按钮。,在记录页，点右上角的新建记录，，在新建记录页点下面的插入位置，在位置选择页没有相应的确认当前位置的选项或按钮。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7939879_0d99b969-eded-4660-a64e-4f7d2fa728b2.jpg""]",未知,P0,审核通过,"2015-12-09 13:57:48"
0,13272024,自由测试,辽宁省|本溪市|桓仁满族自治县|文化路|,"Xiaomi  MI4","Android 4.3.0","WIFI ",无SIM卡,L1QTW81.JXD3.QHD.S9T8H8.0401.V,"一个错误的邮箱也可下一步吗?还提示密码长度过短.这个有点缺失邮箱是否正常的判断.在格式错误的情况下不应该去服务器去认证,应该在本地就拦截,这样可以减少大量无用的数据包,减轻服务器压力.这样有助于APP以后的成长.","一个错误的邮箱也可下一步吗?还提示密码长度过短.这个有点缺失邮箱是否正常的判断.在格式错误的情况下不应该去服务器去认证,应该在本地就拦截,这样可以减少大量无用的数据包,减轻服务器压力.这样有助于APP以后的成长.",[],未知,P0,审核不通过,"2015-12-10 15:04:10"
0,13984604,自由测试,北京市|北京市|朝阳区|安家楼村路|,"Xiaomi  MI 2","Android 4.1.1","WIFI ",中国移动,JRO03L,进入登录页面，多次连续点击qq授权后进行登录，一直在加载中（取消加载后就登录成功了）,进入登录页面，多次连续点击qq授权后进行登录，一直在加载中（取消加载后就登录成功了）,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973282_107a210a-5a2c-4824-bb85-d3a2174c2ec0.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973281_bab2369f-e12d-43d8-8004-ead2f8afd5fb.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973280_aa89b719-8fba-430f-9c8f-1cb1e0c3db0e.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973279_c6e2833e-234d-4a89-95c3-7eab74244986.jpg""]",未知,P0,审核通过,"2015-12-10 15:17:22"
0,13984604,自由测试,北京市|北京市|朝阳区|安家楼村路|,"Xiaomi  MI 2","Android 4.1.1","WIFI ",中国移动,JRO03L,进入活动首页，签到后，点击“去告诉他”提示框后，没有反应,进入活动首页，签到后，点击“去告诉他”提示框后，没有反应,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973282_107a210a-5a2c-4824-bb85-d3a2174c2ec0.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973281_bab2369f-e12d-43d8-8004-ead2f8afd5fb.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973280_aa89b719-8fba-430f-9c8f-1cb1e0c3db0e.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973279_c6e2833e-234d-4a89-95c3-7eab74244986.jpg""]",未知,P0,审核不通过,"2015-12-10 15:17:22"
0,13984604,自由测试,北京市|北京市|朝阳区|安家楼村路|,"Xiaomi  MI 2","Android 4.1.1","WIFI ",中国移动,JRO03L,进入相册后，点击照片-消息-删除记录-确定，退出回到相册页面时，页面显示有误,进入相册后，点击照片-消息-删除记录-确定，退出回到相册页面时，页面显示有误,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973282_107a210a-5a2c-4824-bb85-d3a2174c2ec0.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973281_bab2369f-e12d-43d8-8004-ead2f8afd5fb.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973280_aa89b719-8fba-430f-9c8f-1cb1e0c3db0e.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973279_c6e2833e-234d-4a89-95c3-7eab74244986.jpg""]",未知,P0,审核通过,"2015-12-10 15:17:22"
0,13984604,自由测试,北京市|北京市|朝阳区|安家楼村路|,"Xiaomi  MI 2","Android 4.1.1","WIFI ",中国移动,JRO03L,进入相册，上传照片后，一直显示成一张小图的默认图,进入相册，上传照片后，一直显示成一张小图的默认图,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973282_107a210a-5a2c-4824-bb85-d3a2174c2ec0.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973281_bab2369f-e12d-43d8-8004-ead2f8afd5fb.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973280_aa89b719-8fba-430f-9c8f-1cb1e0c3db0e.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/7973279_c6e2833e-234d-4a89-95c3-7eab74244986.jpg""]",未知,P0,审核不通过,"2015-12-10 15:17:22"
