case编号,用户id,case标题,地域,机型,操作系统,网络环境,运营商,ROM信息,bug详情,复现步骤,截图,是否未知,优先级,审核状态,提交时间
0,14085349,首页滑动点击体验,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607965_25d2d935-7013-40cf-87c5-c681c8cc9ce7.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:26"
0,14085349,首页滑动点击体验,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607965_25d2d935-7013-40cf-87c5-c681c8cc9ce7.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:26"
1,14085349,测试飞行轨迹是否正常,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607966_5c09b29b-c4a8-4927-a28e-91476c36f578.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:26"
1,14085349,测试飞行轨迹是否正常,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607966_5c09b29b-c4a8-4927-a28e-91476c36f578.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:26"
2,14085349,手动搜索航班信息测试,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607967_05e58b28-7715-42c7-a14c-6703f31bdf0a.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:26"
2,14085349,手动搜索航班信息测试,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607967_05e58b28-7715-42c7-a14c-6703f31bdf0a.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:26"
3,14085349,“嗅探”功能测试,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607968_8a841de1-7866-4190-bb6f-b2390d2f5916.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:26"
3,14085349,“嗅探”功能测试,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607968_8a841de1-7866-4190-bb6f-b2390d2f5916.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:26"
4,14085349,“摇一摇”功能测试,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607969_3715e767-da74-4179-84a7-6c0edca14d90.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:27"
4,14085349,“摇一摇”功能测试,广东省|广州市|萝岗区|广河高速公路|,"Huawei  H30-T10","Android 4.4.2","mobile HSDPA",中国移动,EMUI2.3_H30-T10_4.9.1,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,有问题，第一，软件主页那个地球转了几圈都没见到有飞机。第二，嗅探功能不行，打开了照相机对天空，都没见到有飞机。第三，搜索功能不行，我明明在软件那看见有HX346航班的，在搜索那就搜不出来。希望以后有好的改善。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607969_3715e767-da74-4179-84a7-6c0edca14d90.jpg""]",未知,P0,审核不通过,"2015-02-11 13:05:27"
3,14225748,“嗅探”功能测试,天津市|天津市|滨海新区|东风南路|75号,"Lenovo  Lenovo A750e","Android 4.1.2","WIFI ",中国电信,"athenae-user 4.1.2 JZO54K A750",提示没有包含方向传感器,提示没有包含方向传感器提示没有包含方向传感器,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2607253_c7e35496-31c3-487f-9f24-540fab3e2c66.jpg""]",未知,P0,审核不通过,"2015-02-11 12:21:25"
4,14297237,“摇一摇”功能测试,陕西省|西安市|雁塔区|青松路|61号,"ZTE  ZTE V970","Android 4.1.2","WIFI ",中国联通,ALPS.JB.MP.V1.6,手机，中兴V970，用了两年多。双核。前面过程很流畅。摇一摇不起作用。,手机V970，经常刷机，现在用的乐蛙rom，不知道是手机的问题还是app问题，可否加入触摸按键“摇一摇”谢谢。前面都很流畅。,[],未知,P0,审核不通过,"2015-02-11 12:57:05"
3,14460370,“嗅探”功能测试,山东省|青岛市|黄岛区|s293|,"Meizu  M460","Android 4.4.2","WIFI ",中国移动,"Flyme OS 4.0.4.2C",本来显示有飞机信息的，稍微转动一下手机，飞机信息就没有了。,一开始打开有飞机信息，手动转动一下手机飞机信息就没有了。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2608430_65353ccf-2cb6-46cb-8b3c-52b1eb78f2df.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2608429_79922327-a15e-4420-b280-ac80febed909.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2608428_a9080977-125e-456e-a756-47a1a49529e4.jpg""]",未知,P0,审核不通过,"2015-02-11 13:29:34"
3,14460370,“嗅探”功能测试,山东省|青岛市|黄岛区|s293|,"Meizu  M460","Android 4.4.2","WIFI ",中国移动,"Flyme OS 4.0.4.2C",一开始显示在100公里范围内我这有两架飞机，但是用嗅觉只能看到一架。,本来显示在一百公里范围内我这有两架飞机信息，用嗅觉看只能看到一架。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2608430_65353ccf-2cb6-46cb-8b3c-52b1eb78f2df.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2608429_79922327-a15e-4420-b280-ac80febed909.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/2608428_a9080977-125e-456e-a756-47a1a49529e4.jpg""]",未知,P0,审核不通过,"2015-02-11 13:29:34"
